地區,大廈名單,個案最後到訪日期,相關個案編號
離島,竹篙灣檢疫中心,,14299
黃大仙,彩雲(一)邨日月樓,,14300
觀塘,觀塘帝盛酒店,,14300
九龍城,鳳儀街26-28號,,14301
離島,竹篙灣檢疫中心,,14301
葵青,葵涌邨芷葵樓,,14302
葵青,葵涌邨曉葵樓,,14303
離島,竹篙灣檢疫中心,,14303
九龍城,上鄉道 15-15A號,,14304
九龍城,上鄉道 15-15A號,,14305
黃大仙,慈康邨康添樓,,14306
觀塘,觀塘帝盛酒店,,14306
黃大仙,彩雲(二)邨明麗樓,,14307
深水埗,福榮街102-106號,,14308
葵青,葵涌邨芷葵樓,,14309
九龍城,時盛大廈,,14310
西貢,明德邨明覺樓,,14311
黃大仙,彩雲(二)邨明麗樓,,14312
油尖旺,東發樓,,14313
北區,花都廣場6座,,14314
油尖旺,翠園大樓1期,,14315
葵青,宏福花園2座,,14316
葵青,香港荃灣絲麗酒店,,14316
沙田,美林邨美桃樓,,14317
葵青,寧峰苑晴峰閣,,14318
離島,竹篙灣檢疫中心,,14318
沙田,碧濤花園1期百利閣,,14319
深水埗,建新大樓,,14320
深水埗,麗翠苑麗棠閣,,14321
沙田,秦石邨石暉樓,,14322
屯門,澤豐花園澤富樓,,14323
深水埗,南昌街137-139號,,14324
屯門,龍門居7座,,14325
油尖旺,必發道10-12號大安樓,,14326
離島,竹篙灣檢疫中心,,14326
觀塘,彩興苑彩薈閣 B座,,14327
離島,竹篙灣檢疫中心,,14327
西貢,寶林邨寶寧樓,,14328
離島,竹篙灣檢疫中心,,14328
荃灣,綠楊新邨P座,,14329
離島,竹篙灣檢疫中心,,14329
荃灣,綠楊新邨F座,,14330
元朗,屏欣苑屏彥閣,,14331
西貢,寶盈花園6座,,14332
屯門,黃金海岸商場 (非住宅),05/01/2022,"12987, 12988"
東區,國都廣場 (非住宅),06/01/2022,"12825, 12860, 12880, 12913, 12960"
屯門,馬錦明慈善基金馬可賓紀念中學 (非住宅),07/01/2022,"12966, 12988"
屯門,屯門官立中學 (非住宅),07/01/2022,"12966, 12988"
屯門,愛定商場 (非住宅),09/01/2022,"12945, 12966"
油尖旺,The ONE ÔDELICE (非住宅),16/01/2022,"13072, 13092"
中西區,德輔道西271-285號 明星海鮮燒鵝專門店 (非住宅),17/01/2022,"13073, 13198"
油尖旺,K11人文購物藝術館 (非住宅),17/01/2022,"13072, 13092"
離島,機場空運中心 (非住宅),18/01/2022,13090
荃灣,昌華大廈地下 (非住宅),18/01/2022,13092
黃大仙,龍蟠苑商場 (非住宅),18/01/2022,13093
荃灣,南豐中心 Kim’s Spoon (非住宅),18/01/2022,13092
九龍城,凱旋工商中心1期 (非住宅),18/01/2022,13107
觀塘,寶業大廈 (非住宅),18/01/2022,13107
九龍城,海逸坊 海逸皇宮大酒樓 (非住宅),18/01/2022,13107
葵青,勝華大廈地下 (非住宅),18/01/2022,13128
灣仔,利東街 PizzaExpress (非住宅),18/01/2022,13126
葵青,勝華大廈 香港仔魚蛋王 (非住宅),18/01/2022,13128
葵青,長發廣場 吉野家 (非住宅),18/01/2022,13131
葵青,大窩口邨富泰樓 (非住宅),18/01/2022,13131
深水埗,西九龍法院大樓Ａ座 (非住宅),18/01/2022,13131
深水埗,西九龍中心 美食廣場 (非住宅),18/01/2022,13147
觀塘,麗晶商場 南豐餐廳 (非住宅),18/01/2022,13143
沙田,香港中文大學樂群館梁雄姬樓 當下 (非住宅),18/01/2022,13142
沙田,香港中文大學聯合書院胡忠圖書館 (非住宅),18/01/2022,13142
元朗,俊賢坊 百味軒 (非住宅),18/01/2022,13157
元朗,好順泰大廈 嘉嘉好宴會廳 (非住宅),18/01/2022,13157
元朗,同益街市 (非住宅),18/01/2022,13157
葵青,葵涌邨曉葵樓地下 (非住宅),18/01/2022,13172
黃大仙,采頤花園 馬六 (非住宅),18/01/2022,13188
九龍城,翔龍灣廣場 海港酒家 (非住宅),18/01/2022,13198
葵青,葵涌郵政局 (非住宅),18/01/2022,13200
葵青,循道衛理聯合教會亞斯理堂 (非住宅),18/01/2022,13215
葵青,恒景商場 八方雲集 (非住宅),18/01/2022,13212
葵青,樂善堂顧超文中學 (非住宅),18/01/2022,13212
荃灣,眾安大廈地下 (非住宅),18/01/2022,13226
黃大仙,六合工業大廈 (非住宅),18/01/2022,13230
中西區,信德中心 (非住宅),18/01/2022,13230
中西區,地利根德閣3座 (非住宅),18/01/2022,13230
九龍城,何文田廣場 (非住宅),18/01/2022,13258
葵青,金德工業大廈 (非住宅),18/01/2022,13287
黃大仙,香港房屋委員會客務中心 (非住宅),18/01/2022,13287
荃灣,荃灣中心2期商場 (非住宅),18/01/2022,"13287, 13289"
離島,香港教育工作者聯會黃楚標學校 (非住宅),18/01/2022,13294
葵青,葵芳廣場 海港燒鵝海鮮酒家 (非住宅),18/01/2022,13338
黃大仙,黃大仙分區警署 (非住宅),18/01/2022,13381
觀塘,信和工商中心 祥和食堂 (非住宅),18/01/2022,13468
黃大仙,鳳凰村大廈 友記 (非住宅),18/01/2022,13477
油尖旺,入境事務處 - 西九龍辦事處 (非住宅),18/01/2022,13599
深水埗,地利亞修女紀念學校(百老匯) (非住宅),19/01/2022,"13067, 13069, 13079, 13093, 13101"
荃灣,寶石大廈 牛奶冰室 (非住宅),19/01/2022,13107
葵青,長康邨康貴樓地下 (非住宅),19/01/2022,"13100, 13125"
荃灣,恒生荃灣大廈 (非住宅),19/01/2022,13107
葵青,青衣城 (非住宅),19/01/2022,"13100, 13125, 13280"
葵青,華星工業大廈 (非住宅),19/01/2022,13104
葵青,大窩口邨富強樓 (非住宅),19/01/2022,13117
離島,香港國際機場 啟翔2職員餐廳 (非住宅),19/01/2022,13116
灣仔,集成中心 (非住宅),19/01/2022,13126
南區,漁安苑銀安閣 (非住宅),19/01/2022,13126
葵青,長發廣場 (非住宅),19/01/2022,"13131, 13170"
觀塘,協和大廈 (非住宅),19/01/2022,13136
南區,香港仔工業學校 (非住宅),19/01/2022,13142
葵青,長康邨第二街市 (非住宅),19/01/2022,13143
深水埗,桂祥大廈 大家樂 (非住宅),19/01/2022,13147
深水埗,地利亞修女紀念學校(吉利徑) (非住宅),19/01/2022,13155
油尖旺,港威商場 Xuân Modern Vietnamese (非住宅),19/01/2022,13157
灣仔,珠城大廈 (非住宅),19/01/2022,13151
荃灣,南豐紗廠 (非住宅),19/01/2022,13158
葵青,德昌大廈 德昌護老院 (非住宅),19/01/2022,13168
黃大仙,東匯邨 匯智樓 (非住宅),19/01/2022,13168
灣仔,富通大廈 (非住宅),19/01/2022,13171
元朗,麗湖居6座 (非住宅),19/01/2022,13184
葵青,豐樹青衣物流中心 (非住宅),19/01/2022,"13183, 13280"
荃灣,街市街10-22號地下 (非住宅),19/01/2022,13197
荃灣,街市街4號地下 (非住宅),19/01/2022,13197
荃灣,四陂坊 德發龍粥麵店 (非住宅),19/01/2022,13197
荃灣,富麗商場 甜點 (非住宅),19/01/2022,13190
荃灣,富麗商場 (非住宅),19/01/2022,"13200, 13226, 13228"
西貢,下洋村 (非住宅),19/01/2022,13219
油尖旺,星光行 (非住宅),19/01/2022,13217
荃灣,荃薈地下 (非住宅),19/01/2022,13224
葵青,大窩口第二商場 (非住宅),19/01/2022,13223
葵青,德泰大廈地下 (非住宅),19/01/2022,13230
葵青,葵盛東商場 銀龍粉麵茶餐廳 (非住宅),19/01/2022,13235
油尖旺,官涌市政大廈 (非住宅),19/01/2022,13234
沙田,百適(二倉)大厦 (非住宅),19/01/2022,13238
沙田,威力工業中心 館一千 (非住宅),19/01/2022,13238
中西區,中環廣場 (非住宅),19/01/2022,13249
荃灣,高惠樓 冠生園美食 (非住宅),19/01/2022,13240
油尖旺,龍華大廈 品味料理 (非住宅),19/01/2022,13247
油尖旺,港鐵尖東站 (非住宅),19/01/2022,13247
荃灣,德士古道工業中心 (非住宅),19/01/2022,13240
油尖旺,永年士多 (非住宅),19/01/2022,13241
沙田,積福街84號 (非住宅),19/01/2022,13257
葵青,嶺南鍾榮光博士紀念中學 (非住宅),19/01/2022,13250
葵青,大隴街153號地下 (非住宅),19/01/2022,13276
沙田,田心村258號地下 金源粉麵茶餐廳 (非住宅),19/01/2022,13275
葵青,金祿樓地下 鴻苑魚蛋粉麵茶餐廳 (非住宅),19/01/2022,13276
荃灣,時貿中心 (非住宅),19/01/2022,13279
葵青,新都會廣場 L.D.K. by Ufufu Café (非住宅),19/01/2022,13276
黃大仙,銀鳳街13A號地下 味源車仔麵 (非住宅),19/01/2022,13282
荃灣,德士古道45號 金象泰小館 (非住宅),19/01/2022,13287
荃灣,荃新天地2期 茶泰 (非住宅),19/01/2022,13296
屯門,東亞紗廠工業大廈 (非住宅),19/01/2022,13297
油尖旺,伊利沙伯中學 (非住宅),19/01/2022,13299
荃灣,路德圍14-18號 樓下冰室 (非住宅),19/01/2022,13310
沙田,乙明邨街7號 壹小籠 (非住宅),19/01/2022,13311
沙田,河畔花園D座 叉燒大王 (非住宅),19/01/2022,13311
葵青,長宏商場 穏記茶餐廳 (非住宅),19/01/2022,13312
油尖旺,梁顯利油麻地社區中心 (非住宅),19/01/2022,13336
葵青,新苑記牛腩粉麵專家 (非住宅),19/01/2022,13339
荃灣,香港賽馬會場外投注處 (荃灣沙咀道) (非住宅),19/01/2022,13339
灣仔,利東街 牛角Buffet (非住宅),19/01/2022,13340
葵青,Life@KCC 吉野家 (非住宅),19/01/2022,13353
油尖旺,美麗都大廈 (非住宅),19/01/2022,13423
油尖旺,海運大廈 (非住宅),19/01/2022,13423
中西區,立法會綜合大樓 (非住宅),19/01/2022,13446
觀塘,九龍灣國際展貿中心 海街丼 (非住宅),19/01/2022,13468
黃大仙,新光中心 譚仔雲南米線 (非住宅),19/01/2022,13477
葵青,德士古道53號 永利餐廰 (非住宅),19/01/2022,13689
葵青,仁雅大廈 金園餐廳 (非住宅),19/01/2022,13689
灣仔,維安商業大廈 龍城冰室 (非住宅),19/01/2022,13892
灣仔,建利大廈地下 (非住宅),19/01/2022,14102
葵青,葵盛東商場 喜洋洋美食 (非住宅),19/01/2022,14160
南區,南寧街1-5號 龍薈 (非住宅),20/01/2022,"13073, 13110, 13267"
東區,莊士軒地下 (非住宅),20/01/2022,13108
葵青,大窩口邨富民樓 (非住宅),20/01/2022,13117
葵青,大窩口邨富邦樓 (非住宅),20/01/2022,13117
離島,東薈城 麥當勞 (非住宅),20/01/2022,13138
荃灣,廣發大廈 潮隆泰 (非住宅),20/01/2022,13134
荃灣,德範樓 趣苑茶餐廳 (非住宅),20/01/2022,13133
深水埗,汝州街276號 肥仔記 (非住宅),20/01/2022,13147
葵青,宏華大廈地下 (非住宅),20/01/2022,13146
灣仔,怡和街22號 (非住宅),20/01/2022,"13157, 13516"
中西區,聯華大廈地下 (非住宅),20/01/2022,"13157, 13516"
油尖旺,馬哥孛羅香港酒店 (非住宅),20/01/2022,"13157, 13383"
葵青,葵涌商場 松悅園耆和護養院 (非住宅),20/01/2022,13168
葵青,石籬商場(第2期) (非住宅),20/01/2022,13170
沙田,橋下路5號 (非住宅),20/01/2022,13188
油尖旺,香港逸東酒店 逸東軒 (非住宅),20/01/2022,13187
荃灣,兆和街3號地下 (非住宅),20/01/2022,13187
葵青,葵樂商場 (非住宅),20/01/2022,13186
荃灣,荃灣千色匯1期 御名園 (非住宅),20/01/2022,13194
葵青,光輝大厦 雲貴軒米線專門店 (非住宅),20/01/2022,13194
油尖旺,旺角電腦中心 (非住宅),20/01/2022,13199
葵青,德大閣地下 (非住宅),20/01/2022,13209
油尖旺,鴻都大廈 吉野家 (非住宅),20/01/2022,13202
荃灣,荃灣政府合署 (非住宅),20/01/2022,13203
葵青,東華三院陳兆民中學 (非住宅),20/01/2022,13206
葵青,德泰大廈 美味香車仔麵 (非住宅),20/01/2022,13216
油尖旺,彌敦道700號 (非住宅),20/01/2022,13224
中西區,德祐大廈 恆香冰室 (非住宅),20/01/2022,13221
荃灣,德士古道47號地下 (非住宅),20/01/2022,13225
中西區,至德大廈 貳號冰室 (非住宅),20/01/2022,13221
中西區,無限極廣場 太平洋咖啡 (非住宅),20/01/2022,13221
中西區,東協商業大廈 (非住宅),20/01/2022,13221
油尖旺,廟街280號地下 港里冰廳 (非住宅),20/01/2022,13234
油尖旺,公園大廈 好盛冰室 (非住宅),20/01/2022,13234
荃灣,華興工業大廈 (非住宅),20/01/2022,13237
中西區,易通商業大廈 (非住宅),20/01/2022,13240
中西區,太古廣場1座 (非住宅),20/01/2022,13249
中西區,上環街市及熟食中心 (非住宅),20/01/2022,13240
油尖旺,美麗華廣場 (非住宅),20/01/2022,"13241, 13599"
油尖旺,亞皆老街102號 (非住宅),20/01/2022,13252
荃灣,沙咀道245號 山西刀削麵皇 (非住宅),20/01/2022,13258
深水埗,界限街38號 小蓉麵家 (非住宅),20/01/2022,13252
沙田,京瑞廣場 華星冰室 (非住宅),20/01/2022,13257
深水埗,青山道234號地下 佳記美食 (非住宅),20/01/2022,13275
深水埗,荔枝角道873號地下 荷里活冰室 (非住宅),20/01/2022,13276
黃大仙,匯達商業中心 (非住宅),20/01/2022,13278
沙田,富輝花園2座 (非住宅),20/01/2022,13282
觀塘,富利工業大廈 深仔記 (非住宅),20/01/2022,13282
葵青,聖公會荊冕堂士德幼稚園 (非住宅),20/01/2022,13286
油尖旺,香港帝苑酒店 (非住宅),20/01/2022,13284
荃灣,荃新天地2期 逸月軒 (非住宅),20/01/2022,13296
葵青,葵芳閣地下 (非住宅),20/01/2022,13298
九龍城,怡景大廈地下 魔怪食堂 (非住宅),20/01/2022,"13292, 13392"
葵青,大鴻輝(葵涌)中心1期 大家樂 (非住宅),20/01/2022,13298
荃灣,川龍村2號 彩龍茶樓 (非住宅),20/01/2022,13309
觀塘,富登中心 (非住宅),20/01/2022,13309
九龍城,益發大廈 力天冰室 (非住宅),20/01/2022,13306
北區,新成路105號 蛇王兄小廚 (非住宅),20/01/2022,13311
觀塘,瑞和街9號 (非住宅),20/01/2022,13315
荃灣,和盛樓 富都茶餐廳 (非住宅),20/01/2022,13311
油尖旺,流尚坊 品味冰室 (非住宅),20/01/2022,13322
荃灣,綠楊坊 丼丼屋 (非住宅),20/01/2022,13329
荃灣,南豐中心 麥當勞 (非住宅),20/01/2022,13333
荃灣,南豐中心 譚仔三哥米線 (非住宅),20/01/2022,13333
葵青,亞洲貨櫃物流中心 (非住宅),20/01/2022,13349
荃灣,眾安街 魚米 (非住宅),20/01/2022,13348
深水埗,幸福商場 意樂餐廳 (非住宅),20/01/2022,13345
荃灣,悅來坊 薩莉亞意式餐廳 (非住宅),20/01/2022,13363
離島,逸東商場 大家樂 (非住宅),20/01/2022,13375
九龍城,The Argyle 地下 十字冰室 (非住宅),20/01/2022,13386
九龍城,怡景大廈地下 The Little Devil (非住宅),20/01/2022,13384
沙田,恆安商場 (非住宅),20/01/2022,13389
深水埗,V Walk 百份百餐廳 (非住宅),20/01/2022,13381
葵青,青年學院(葵涌) (非住宅),20/01/2022,13384
觀塘,鴻圖中心 愛琴坊 (非住宅),20/01/2022,13396
葵青,新都會廣場 新麻蒲 BBQ (非住宅),20/01/2022,13393
觀塘,SML Tower (非住宅),20/01/2022,13396
油尖旺,馬哥孛羅港威酒店 (非住宅),20/01/2022,"13399, 13516"
九龍城,富威花園A座 (非住宅),20/01/2022,13420
九龍城,富威花園B座 (非住宅),20/01/2022,13420
灣仔,入境事務大樓 (非住宅),20/01/2022,13423
沙田,沙田商業中心 (非住宅),20/01/2022,13423
灣仔,銅鑼灣廣場2期 牛大人台灣火鍋吃到飽 (非住宅),20/01/2022,13446
油尖旺,中銀中心 (非住宅),20/01/2022,13466
油尖旺,大貴樓 御品·千之味 (非住宅),20/01/2022,13466
沙田,馬鞍山廣場 (非住宅),20/01/2022,13477
沙田,馬鞍山廣場 大快活 (非住宅),20/01/2022,13477
黃大仙,黃大仙中心 吉野家 (非住宅),20/01/2022,13622
葵青,德士古道23號 歡聚餐廳小廚 (非住宅),20/01/2022,13689
深水埗,青山道658號 瑞士咖啡室 (非住宅),20/01/2022,13701
觀塘,Eastmark (非住宅),20/01/2022,13757
離島,佛教筏可紀念中學 (非住宅),21/01/2022,"13098, 13099, 13114, 13137, 13138, 13139, 13140, 13220, 13375, 13889"
葵青,葵涌邨逸葵樓 (非住宅),21/01/2022,"13100, 13127, 13259, 13372, 13395"
離島,亞洲國際博覽館 (非住宅),21/01/2022,13134
深水埗,福榮街64號 台食館 (非住宅),21/01/2022,13147
深水埗,長沙灣政府合署 (非住宅),21/01/2022,"13147, 13202, 13390"
中西區,皇后大道西453號地下 源興隆麵家 (非住宅),21/01/2022,13157
中西區,西營盤街市 (非住宅),21/01/2022,13157
葵青,葵涌商場 四季餐廳 (非住宅),21/01/2022,"13170, 13197, 13230, 13234, 13297, 13430, 13495, 13536"
葵青,葵涌商場 葵康車仔麵 (非住宅),21/01/2022,"13170, 13202, 13216"
荃灣,眾安街22號地下 銀龍粉麵茶餐廳 (非住宅),21/01/2022,13197
荃灣,周合成大廈地下 (非住宅),21/01/2022,13197
葵青,葵涌蘇浙公學 (非住宅),21/01/2022,"13195, 13393, 13402"
荃灣,荃灣千色匯1期 半島漁港 (非住宅),21/01/2022,"13194, 13348"
葵青,葵涌商場 大家樂 (非住宅),21/01/2022,"13192, 13197, 13212, 13215, 13261, 13431, 13530"
葵青,獅子會中學 (非住宅),21/01/2022,"13192, 13204, 13214"
荃灣,荃新天地1期 (非住宅),21/01/2022,13202
荃灣,川龍街113號地下 (非住宅),21/01/2022,13202
油尖旺,利豐大廈地下 福薈火鍋餐廳 (非住宅),21/01/2022,"13207, 13315, 13420"
葵青,港鐵葵興站 (非住宅),21/01/2022,"13208, 13256"
葵青,葵涌商場 一粥麵 (非住宅),21/01/2022,13211
葵青,佛教善德英文中學 (非住宅),21/01/2022,"13227, 13537"
葵青,好爵中心 (非住宅),21/01/2022,13224
荃灣,綠楊坊 (非住宅),21/01/2022,13226
灣仔,時代廣場 (非住宅),21/01/2022,13221
灣仔,時代廣場 Lady M (非住宅),21/01/2022,13221
中西區,德輔道西143-145號地下 濠景茶餐廳 (非住宅),21/01/2022,13234
荃灣,沙咀道236號地下 (非住宅),21/01/2022,13233
荃灣,街市街47號地下 潮龍園 (非住宅),21/01/2022,13233
油尖旺,上海街90號地下 佳記冰室 (非住宅),21/01/2022,13234
觀塘,安盛金融大樓地下 (非住宅),21/01/2022,13230
黃大仙,泰力工業大廈 金沙燒味餐廳 (非住宅),21/01/2022,13230
觀塘,宏利廣場 (非住宅),21/01/2022,13230
觀塘,裕民中心 (非住宅),21/01/2022,13230
觀塘,溢財中心 好廚坊 (非住宅),21/01/2022,13247
中西區,MW Tower (非住宅),21/01/2022,13240
荃灣,德士古道47號 (非住宅),21/01/2022,13253
九龍城,香港房屋委員會總部 (非住宅),21/01/2022,"13258, 13611"
沙田,瀝源廣場 青越亭 (非住宅),21/01/2022,"13257, 13637"
油尖旺,炮台街85號 百寶小食 (非住宅),21/01/2022,13276
深水埗,海麗商場 大快活 (非住宅),21/01/2022,13276
油尖旺,愛賓商業大廈 牛駅麻辣火鍋放題 (非住宅),21/01/2022,13282
油尖旺,逸豪酒店 (非住宅),21/01/2022,13282
九龍城,香港浸信會醫院 (非住宅),21/01/2022,13284
黃大仙,寶城工業大廈 (非住宅),21/01/2022,13281
荃灣,眾安大廈 (非住宅),21/01/2022,13298
油尖旺,昌明大廈地下 豬大王 (非住宅),21/01/2022,"13292, 13384, 13392"
油尖旺,半島中心 (非住宅),21/01/2022,13299
東區,金華街5號 成記雲吞麵 (非住宅),21/01/2022,13305
觀塘,曉光閣 (非住宅),21/01/2022,13309
沙田,沙田廣場 (非住宅),21/01/2022,"13311, 13423"
沙田,禾輋商場 (非住宅),21/01/2022,13312
油尖旺,中港城 (非住宅),21/01/2022,13322
油尖旺,新填地街26號地下 新花清湯腩餃子店 (非住宅),21/01/2022,13322
荃灣,眾安街90號地下 (非住宅),21/01/2022,13330
九龍城,英皇佐治五世學校 (非住宅),21/01/2022,13335
深水埗,南昌薈 麥當勞 (非住宅),21/01/2022,13336
油尖旺,官立嘉道理爵士中學(西九龍) (非住宅),21/01/2022,13336
荃灣,大鴻輝(荃灣)中心 (非住宅),21/01/2022,13333
荃灣,荃錦中心 美心MX (非住宅),21/01/2022,13333
荃灣,東亞花園長發樓 (非住宅),21/01/2022,13344
東區,健威坊 譚仔三哥米線 (非住宅),21/01/2022,13349
荃灣,太子大廈 (非住宅),21/01/2022,13340
灣仔,駱克道 百勝吧餐廳 (非住宅),21/01/2022,13340
荃灣,荃灣街市街 漢都粉麵茶餐廳 (非住宅),21/01/2022,13340
中西區,太古廣場二座 (非住宅),21/01/2022,13340
中西區,統一中心 (非住宅),21/01/2022,13340
中西區,永吉街30號地下 (非住宅),21/01/2022,13356
灣仔,中國網絡中心 (非住宅),21/01/2022,13364
屯門,天生樓樓下 椰仔冰室 (非住宅),21/01/2022,13366
葵青,天主教慈幼會伍少梅中學 (非住宅),21/01/2022,13367
深水埗,宇晴滙 (非住宅),21/01/2022,13369
荃灣,榮安大廈 源記粉麵茶餐廳 (非住宅),21/01/2022,13360
荃灣,環宇海灣8座 (非住宅),21/01/2022,13374
葵青,葵祥大厦地下 食臺 (非住宅),21/01/2022,13376
九龍城,勝利大廈地下 華園牛腩專門店 (非住宅),21/01/2022,13386
深水埗,香港專業教育學院(黃克競分校) (非住宅),21/01/2022,13384
沙田,馬鞍山廣場 薩莉亞意式餐廳 (非住宅),21/01/2022,13381
荃灣,環宇海灣 (非住宅),21/01/2022,13397
油尖旺,窩打老道73號地下 永利餐廳 (非住宅),21/01/2022,13391
油尖旺,洗衣街88號地下 太興 (非住宅),21/01/2022,13391
葵青,葵涌廣場 譚仔三哥米線 (非住宅),21/01/2022,13393
沙田,美田商場 大圍龍順軒海鮮酒家 (非住宅),21/01/2022,13390
葵青,灝景灣購物中心 賓墟冰室 (非住宅),21/01/2022,13420
沙田,好運中心 (非住宅),21/01/2022,"13423, 13903"
荃灣,安裕大廈 晨光餐廳 (非住宅),21/01/2022,13420
沙田,沙田中心 (非住宅),21/01/2022,13423
沙田,沙田政府合署 (非住宅),21/01/2022,13423
葵青,石蔭商場 大快活 (非住宅),21/01/2022,13429
大埔,八號花園3座 (非住宅),21/01/2022,13430
大埔,昌運中心地下 瑞峰軒 (非住宅),21/01/2022,13430
大埔,翠屏花園地下 (非住宅),21/01/2022,13430
葵青,樂善堂梁植偉紀念中學 (非住宅),21/01/2022,13431
西貢,翠林邨雅林樓 (非住宅),21/01/2022,13437
西貢,翠林邨商場 大家樂 (非住宅),21/01/2022,13437
大埔,仁濟醫院蔡衍濤小學 (非住宅),21/01/2022,13430
