地區,大廈名單,個案最後到訪日期,相關個案編號
九龍城,聖羅撒學校 (非住宅),26/01/2022,13918
觀塘,Two Harbour Square 日日香鵝肉飯店 (非住宅),26/01/2022,"13919, 14041"
九龍城,永德大廈 大家樂 (非住宅),26/01/2022,13915
東區,漁灣街市 (非住宅),26/01/2022,"13929, 13930, 13939"
荃灣,荃灣廣場 euro go go (非住宅),26/01/2022,13933
沙田,李卓敏基本醫學大樓 (非住宅),26/01/2022,13940
觀塘,怡生工業大廈 (非住宅),26/01/2022,13944
元朗,俊宏軒第9座地下 (非住宅),26/01/2022,13971
元朗,山洞火鍋 (非住宅),26/01/2022,13971
葵青,大窩口社區中心 (非住宅),26/01/2022,13976
荃灣,荃灣廣場 Eurogogo (非住宅),26/01/2022,13972
黃大仙,新光中心 廣東燒味餐廳 (非住宅),26/01/2022,13997
觀塘,製衣業訓練局九龍灣訓練中心 (非住宅),26/01/2022,14000
大埔,太和邨麗和樓地下 (非住宅),26/01/2022,14005
觀塘,安達商場 (非住宅),26/01/2022,14006
葵青,榮芳街街市 (非住宅),26/01/2022,"14004, 14035"
沙田,頌安商場 時代冰室 (非住宅),26/01/2022,"14041, 14042"
灣仔,登龍閣 悉尼樂園 (非住宅),26/01/2022,14040
黃大仙,鳳凰村大廈地下 (非住宅),26/01/2022,14048
葵青,葵興商場 檸檬冰室 (非住宅),26/01/2022,14059
油尖旺,佐敦薈 凱日精品粤菜館 (非住宅),26/01/2022,14067
黃大仙,荷里活廣場 麥當勞 (非住宅),26/01/2022,14072
葵青,永祥工業大廈 (非住宅),26/01/2022,14075
西貢,寶寧路28號地下 (非住宅),26/01/2022,14108
西貢,明德商場 荷蘭冰室 (非住宅),26/01/2022,"14104, 14108"
葵青,昌榮樓 家家樂餐廳 (非住宅),26/01/2022,14119
深水埗,愛海頌1座 (非住宅),26/01/2022,14118
中西區,威勝商業大廈 德勝小廚 (非住宅),26/01/2022,14118
西貢,新都城中心2期 復興牛什魚蛋 (非住宅),26/01/2022,14121
荃灣,荃灣千色匯1期 馬六 (非住宅),26/01/2022,14131
葵青,葵芳邨葵健樓 (非住宅),26/01/2022,14167
沙田,沙角熟食中心 劉萬利咖啡粉麵 (非住宅),26/01/2022,14161
東區,食物環境衞生署漁灣街市及熟食中心 (非住宅),26/01/2022,14189
東區,金源商場 冠華冰廳 (非住宅),26/01/2022,14189
油尖旺,利民大樓 港城粉麵茶餐廳 (非住宅),26/01/2022,14192
沙田,新田村73號 金順茶餐廳 (非住宅),26/01/2022,14246
元朗,天一商城 禦皇燒臘餐廳 (非住宅),26/01/2022,14240
灣仔,華潤大廈 (非住宅),26/01/2022,14267
觀塘,大本型 北海道牧場 (非住宅),26/01/2022,14263
大埔,逸瓏坊地下 (非住宅),26/01/2022,14267
東區,益高工業大廈 一豐味 (非住宅),26/01/2022,14263
中西區,聯安新樓 阿元菜市場 (非住宅),26/01/2022,14314
中西區,念慈樓 多寶樂茶餐廳 (非住宅),26/01/2022,14314
深水埗,桂林街38A號 新香園 (非住宅),26/01/2022,14320
荃灣,荃灣千色匯1期 越北 (非住宅),26/01/2022,14325
灣仔,瑞安中心 Delifrance (非住宅),26/01/2022,14331
灣仔,希慎廣場 (非住宅),27/01/2022,"12872, 13012, 14138"
油尖旺,旺角中心 (非住宅),27/01/2022,"13088, 13312, 14246"
荃灣,香港港安醫院—荃灣 (非住宅),27/01/2022,"13145, 13287, 13289, 13306, 14044, 14120"
葵青,長發廣場 意樂餐廳 (非住宅),27/01/2022,"13170, 14055"
荃灣,如心廣場 (非住宅),27/01/2022,"13340, 14054"
東區,小西灣廣場 (非住宅),27/01/2022,"13614, 13860"
元朗,天一商城 魚眾不同酸菜魚 (非住宅),27/01/2022,"13808, 14054"
元朗,天瑞商場 (非住宅),27/01/2022,"13807, 13971"
九龍城,佳富樓 匠心 (非住宅),27/01/2022,"13875, 14155"
九龍城,黃埔花園5及6期 (非住宅),27/01/2022,13875
九龍城,黃埔天地 九號水產 (非住宅),27/01/2022,13875
荃灣,昌耀大廈 大家樂 (非住宅),27/01/2022,13926
觀塘,宏利金融中心A座 (非住宅),27/01/2022,13920
東區,翠樂邨翠祿樓 (非住宅),27/01/2022,"13929, 13930, 13939, 13981"
荃灣,荃灣千色匯I期 釣魚翁 燒鵝．海鮮飯店 (非住宅),27/01/2022,13945
觀塘,牛頭角市政大廈 (非住宅),27/01/2022,14006
葵青,寬德大廈地下 川味美食 (非住宅),27/01/2022,"14035, 14036"
黃大仙,廣發大廈地下 (非住宅),27/01/2022,"14034, 14074"
葵青,葵芳廣場 雲貴軒米線專門店 (非住宅),27/01/2022,"14035, 14036"
觀塘,觀塘廣場 龍寶酒家 (非住宅),27/01/2022,14031
沙田,新田村73號地下 金順茶餐廳 (非住宅),27/01/2022,14042
元朗,開心廣場 (非住宅),27/01/2022,14054
葵青,長榮工業大廈 (非住宅),27/01/2022,14075
黃大仙,富山邨熟食檔 (非住宅),27/01/2022,14072
黃大仙,富山邨富仁樓地下 (非住宅),27/01/2022,14072
大埔,大宏街6-8號 (非住宅),27/01/2022,14080
油尖旺,彌敦道498-500號 紅茶冰室 (非住宅),27/01/2022,14102
中西區,港鐵堅尼地城站 (非住宅),27/01/2022,14102
沙田,沙角商場 半島冰廳 (非住宅),27/01/2022,14102
荃灣,荃薈 大快活 (非住宅),27/01/2022,14105
荃灣,卓悅大廈 (非住宅),27/01/2022,14111
葵青,葵盛東商場 明星海鮮酒家 (非住宅),27/01/2022,14119
東區,筲箕灣道112-114號 (非住宅),27/01/2022,14127
灣仔,東角中心(舊翼) (非住宅),27/01/2022,14127
北區,花都廣場 (非住宅),27/01/2022,14125
東區,北角海逸酒店 (非住宅),27/01/2022,14127
東區,民新大廈 (非住宅),27/01/2022,14127
荃灣,卓明大廈 (非住宅),27/01/2022,14131
深水埗,長沙灣廣場 富臨漁港 (非住宅),27/01/2022,14138
葵青,長康邨康泰樓 百份百餐廳 (非住宅),27/01/2022,14132
九龍城,百合苑商場 九號水產 (非住宅),27/01/2022,14155
九龍城,黃埔新天地第5及6期 (非住宅),27/01/2022,14155
油尖旺,香港逸東酒店 (非住宅),27/01/2022,14163
東區,仁寶閣地下 (非住宅),27/01/2022,14165
東區,北角匯 牛牛日式火鍋放題 (非住宅),27/01/2022,14164
屯門,建生商場 廚皇茶餐廳 (非住宅),27/01/2022,14168
觀塘,坪石邨 (非住宅),27/01/2022,14163
大埔,廣福邨廣平樓地下 (非住宅),27/01/2022,14177
黃大仙,彩雲商場 彩龍皇宮大酒樓 (非住宅),27/01/2022,14189
東區,威菲路道2號 威飛食店 (非住宅),27/01/2022,14192
葵青,金祿樓 尚品小廚 (非住宅),27/01/2022,14192
中西區,中環李錦記 (非住宅),27/01/2022,14192
元朗,金倫大厦 老上海錕飩舖 (非住宅),27/01/2022,14251
沙田,科學園12W大樓地下 (非住宅),27/01/2022,14267
沙田,海福商場 金城小廚 (非住宅),27/01/2022,14298
沙田,瀝源街市 盛記麵家 (非住宅),27/01/2022,14298
北區,張知行大廈 海港酒家 (非住宅),27/01/2022,14314
北區,花都廣場 福滿庭酒家 (非住宅),27/01/2022,14314
油尖旺,金雞廣場 真味鮮廚 (非住宅),27/01/2022,14315
中西區,泛海大廈 (非住宅),27/01/2022,14327
九龍城,九龍城廣場 馥苑海鮮酒家 (非住宅),27/01/2022,14327
九龍城,九龍城市政大廈 (非住宅),27/01/2022,14327
元朗,天耀廣場 (非住宅),27/01/2022,14331
葵青,新都會廣場 (非住宅),28/01/2022,"12654, 12708, 13100, 13124, 13193, 13224, 13250, 13276, 13338, 13859, 14035, 14036, 14169"
離島,香港國際機場 (非住宅),28/01/2022,"13116, 13612, 13945, 14013"
灣仔,稅務大樓 (非住宅),28/01/2022,"13188, 14125, 14267, 14331"
荃灣,荃灣千色匯1期 (非住宅),28/01/2022,"13197, 13363, 13373, 14131"
屯門,屯門市廣場1期 (非住宅),28/01/2022,"13448, 14060, 14260"
深水埗,北河街市政大廈 (非住宅),28/01/2022,"13681, 14031, 14137, 14324"
離島,富東廣場 (非住宅),28/01/2022,"13793, 13846, 13981, 14065"
觀塘,恆生工業大廈 (非住宅),28/01/2022,13919
沙田,沙角商場 (非住宅),28/01/2022,"13990, 14102, 14161"
荃灣,富麗商場 麥當勞 (非住宅),28/01/2022,14004
黃大仙,彩雲商場 麥當勞 (非住宅),28/01/2022,14031
大埔,太和商場 麥當勞 (非住宅),28/01/2022,14043
葵青,青衣市政大廈 (非住宅),28/01/2022,14055
觀塘,油麗商場地下 (非住宅),28/01/2022,14061
黃大仙,中銀慈雲山大樓 (非住宅),28/01/2022,14075
深水埗,香港城市大學 (非住宅),28/01/2022,14076
黃大仙,慈康邨地下 (非住宅),28/01/2022,14073
油尖旺,鴻威大廈 老北京餛飩皇 (非住宅),28/01/2022,"14074, 14075"
黃大仙,慈雲山中心 大家樂 (非住宅),28/01/2022,14073
黃大仙,慈雲山中心 桃園制作粥麵餐廳 (非住宅),28/01/2022,"14073, 14152"
灣仔,駱克道151號 大家樂 (非住宅),28/01/2022,14099
黃大仙,彩雲商場 成發餐廳 (非住宅),28/01/2022,"14095, 14189"
屯門,珀御地下 BYOB Coffee Roaster (非住宅),28/01/2022,14096
觀塘,南華工業大廈 (非住宅),28/01/2022,14094
灣仔,修頓中心 (非住宅),28/01/2022,14099
元朗,大橋街市 (非住宅),28/01/2022,"14098, 14240"
灣仔,胡忠大廈 (非住宅),28/01/2022,14099
觀塘,清水灣道8號匯八坊 (非住宅),28/01/2022,14107
大埔,八號花園地下 八號餐廳 (非住宅),28/01/2022,14100
油尖旺,港九潮州公會中學 (非住宅),28/01/2022,14107
油尖旺,新世紀廣場 元気寿司 (非住宅),28/01/2022,14100
油尖旺,新世紀廣場 韓樂餐廳 (非住宅),28/01/2022,14107
西貢,寶林商場 (非住宅),28/01/2022,14108
葵青,北葵涌街市 (非住宅),28/01/2022,"14119, 14158, 14253"
葵青,石籬商場1期 東海粥品 (非住宅),28/01/2022,14119
葵青,石籬商場2期 (非住宅),28/01/2022,14119
葵青,石籬商場2期 百份百餐廳 (非住宅),28/01/2022,14119
沙田,富安花園商場 (非住宅),28/01/2022,14122
葵青,長青邨青葵樓 (非住宅),28/01/2022,14127
油尖旺,九龍草地滾球會 (非住宅),28/01/2022,14121
西貢,新都城中心1期 (非住宅),28/01/2022,14121
北區,雍盛苑雍薈閣 (非住宅),28/01/2022,14125
中西區,荷李活道52號 Lassana (非住宅),28/01/2022,14138
油尖旺,廣華街22號地下 (非住宅),28/01/2022,14138
屯門,恒福商場 大快活 (非住宅),28/01/2022,14135
油尖旺,國際廣場 (非住宅),28/01/2022,14138
油尖旺,彌敦道26號 (非住宅),28/01/2022,14142
觀塘,中海日升中心 Why Not Bowl? (非住宅),28/01/2022,14141
大埔,寳湖街街市 (非住宅),28/01/2022,14143
大埔,大埔超級城 翠園 (非住宅),28/01/2022,"14142, 14143"
觀塘,聯僑廣場 (非住宅),28/01/2022,14141
荃灣,梨木樹商場 (非住宅),28/01/2022,14158
黃大仙,慈康邨康添樓 (非住宅),28/01/2022,14152
灣仔,軒尼詩道449號地下 (非住宅),28/01/2022,14164
油尖旺,新世紀廣場 敏華冰廳 (非住宅),28/01/2022,14161
東區,新和富大廈 月見日本料理 (非住宅),28/01/2022,14164
沙田,沙角商場 仁和堂龜苓膏專門店 (非住宅),28/01/2022,14161
油尖旺,希爾頓大廈 (非住宅),28/01/2022,14178
油尖旺,好時中心 (非住宅),28/01/2022,14178
沙田,培僑書院 (非住宅),28/01/2022,14177
沙田,沙田賽馬會綜合大樓 (非住宅),28/01/2022,14177
沙田,仁安醫院 (非住宅),28/01/2022,14177
黃大仙,彩虹邨金碧樓 至尊中日美食 (非住宅),28/01/2022,14194
黃大仙,彩雲(二)邨明麗樓 (非住宅),28/01/2022,14193
屯門,保良局莊啟程第二小學 (非住宅),28/01/2022,14205
屯門,大興商場 (非住宅),28/01/2022,14205
東區,七姊妹道27號 祥發茶餐小廚 (非住宅),28/01/2022,14229
葵青,好爵中心 名門讌客 (非住宅),28/01/2022,14227
東區,嘉華國際中心 (非住宅),28/01/2022,14229
大埔,8號花園 八號餐廳 (非住宅),28/01/2022,14241
油尖旺,宏貿發展大廈 譚仔雲南米線 (非住宅),28/01/2022,14247
元朗,啟豐園 聯邦皇宮 (非住宅),28/01/2022,14240
大埔,大埔墟街市 (非住宅),28/01/2022,14241
元朗,形點I 家上海 (非住宅),28/01/2022,14240
深水埗,石硤尾邨19座 金沙餐廳 (非住宅),28/01/2022,14264
九龍城,欣榮花園4座 (非住宅),28/01/2022,14268
深水埗,南昌薈 (非住宅),28/01/2022,14260
油尖旺,港威大廈6座 (非住宅),28/01/2022,14265
沙田,美林商場 海港燒鵝海鮮酒家 (非住宅),28/01/2022,14298
觀塘,環球工商大廈 時代冰室 (非住宅),28/01/2022,14307
觀塘,牛頭角救護站 (非住宅),28/01/2022,14307
北區,祥華社區會堂 (非住宅),28/01/2022,14314
北區,粉嶺中心 新釗記茶餐廳 (非住宅),28/01/2022,14314
葵青,葵麗大廈 (非住宅),28/01/2022,14318
葵青,葵寶大廈 潘記麵家 (非住宅),28/01/2022,14318
九龍城,路德會包美達社區中心 (非住宅),28/01/2022,14310
中西區,威靈頓廣場 壽司喰 (非住宅),28/01/2022,14319
沙田,禾輋廣場 金百滬 (非住宅),28/01/2022,"14315, 14326"
深水埗,荔枝角道382號 荔源粥麵店 (非住宅),28/01/2022,14320
屯門,富健花園地下 (非住宅),28/01/2022,14325
黃大仙,匯八坊 (非住宅),28/01/2022,14327
深水埗,耀昌隆大樓 (非住宅),28/01/2022,14320
黃大仙,大成街街市 (非住宅),29/01/2022,"13093, 13539, 14031, 14076"
荃灣,楊屋道市政大廈 (非住宅),29/01/2022,"13104, 13116, 13162, 13172, 13187, 13194, 13200, 13209, 13226, 13229, 13233, 13243, 13246, 13261, 13276, 13286, 13302, 13348, 13357, 13362, 13398, 13847, 13877, 13933, 14014, 14131, 14253, 14313"
葵青,大窩口商場 (非住宅),29/01/2022,"13113, 13117, 13146, 13183, 13184, 13186, 13190, 13198, 13201, 13203, 13216, 13217, 13224, 13225, 13253, 13275, 13278, 13279, 13280, 13298, 13301, 13310, 13330, 13331, 13342, 13343, 13344, 13359, 13373, 13426, 13515, 13551, 13623, 13646, 13671, 13761, 13781, 13934, 13976, 14078"
荃灣,荃灣街市 (非住宅),29/01/2022,"13117, 13323, 13565, 13789, 13877, 14120, 14131"
葵青,葵涌廣場 (非住宅),29/01/2022,"13186, 13193, 13206, 13210, 13215, 13250, 13393, 14227"
離島,映灣薈 (非住宅),29/01/2022,"13335, 13981, 14065, 14066, 14067"
觀塘,牛頭角道165號地下 明星金閣海鮮酒家 (非住宅),29/01/2022,"13330, 14145"
黃大仙,牛池灣市政大廈 (非住宅),29/01/2022,"13399, 13812, 14031, 14118, 14180, 14181"
元朗,元朗廣場 潮館 (非住宅),29/01/2022,"13448, 13716, 13807, 14098"
沙田,偉華中心 (非住宅),29/01/2022,"13506, 14267"
黃大仙,黃大仙中心南館 (非住宅),29/01/2022,"13766, 14062"
油尖旺,新世紀廣場 (非住宅),29/01/2022,"13819, 14100, 14267"
沙田,大圍街市 (非住宅),29/01/2022,"13875, 14246, 14317, 14322"
深水埗,長沙灣廣場 小廚港作 (非住宅),29/01/2022,"13972, 14040, 14321"
黃大仙,新光中心 富臨皇宮 (非住宅),29/01/2022,14031
沙田,沙田循道衛理中學 (非住宅),29/01/2022,"14042, 14104, 14123, 14246, 14317, 14322"
葵青,永業工廠大廈 (非住宅),29/01/2022,"14043, 14100, 14143, 14168"
北區,上水廣場 (非住宅),29/01/2022,14056
油尖旺,莊士倫敦廣場 新新酒樓 (非住宅),29/01/2022,"14067, 14315, 14319, 14320"
屯門,屯門時代廣場 (非住宅),29/01/2022,"14060, 14261"
屯門,屯門市廣場2期 (非住宅),29/01/2022,"14060, 14147, 14260"
黃大仙,采頤花園 大快活 (非住宅),29/01/2022,"14072, 14189"
油尖旺,基督教協進大樓 (非住宅),29/01/2022,14096
油尖旺,金龍中心 (非住宅),29/01/2022,14096
油尖旺,九龍香格里拉大酒店 (非住宅),29/01/2022,14096
油尖旺,The ONE 博多拉麵別天神 (非住宅),29/01/2022,14096
黃大仙,Mikiki (非住宅),29/01/2022,14107
屯門,南豐工業城 (非住宅),29/01/2022,14101
沙田,博康商場 (非住宅),29/01/2022,"14102, 14161"
沙田,博康商場 祥興餐室 (非住宅),29/01/2022,14102
屯門,藍地大街2-6號 燊光 (非住宅),29/01/2022,14135
荃灣,綠楊坊 MX (非住宅),29/01/2022,14131
葵青,美景花園 大快活 (非住宅),29/01/2022,14132
葵青,美景花園 翠苑餐廳 (非住宅),29/01/2022,14132
葵青,葵涌廣場 富華冰室 (非住宅),29/01/2022,14140
東區,明報工業中心A座 (非住宅),29/01/2022,"14163, 14263, 14332"
觀塘,世紀工商中心 地地道 (非住宅),29/01/2022,14168
東區,港利中心 鯨軒食堂 (非住宅),29/01/2022,14163
九龍城,九龍海逸君綽酒店 (非住宅),29/01/2022,14169
九龍城,九龍城廣場 (非住宅),29/01/2022,14169
東區,利都樓 權記雲吞麵 (非住宅),29/01/2022,14165
九龍城,晴朗商場 (非住宅),29/01/2022,14179
沙田,海澄軒海景酒店 (非住宅),29/01/2022,14177
沙田,保良局雨川小學 (非住宅),29/01/2022,14177
中西區,水街9A號 上海維記 (非住宅),29/01/2022,14229
屯門,富泰商場 (非住宅),29/01/2022,14240
屯門,富泰商場 意樂餐廳 (非住宅),29/01/2022,14240
深水埗,青山道336號 巴打冰室 (非住宅),29/01/2022,14254
葵青,石蔭路58號 新香冰廳餅店 (非住宅),29/01/2022,14253
屯門,富益商業大廈 鴻記快餐店 (非住宅),29/01/2022,14254
元朗,聯發樓 撈得喜 (非住宅),29/01/2022,14254
油尖旺,嘉美樓地下 (非住宅),29/01/2022,14268
油尖旺,新世紀廣場 土司工坊 (非住宅),29/01/2022,14267
東區,明報工業中心 明報 (餐廳) (非住宅),29/01/2022,14263
沙田,新城市廣場3期 (非住宅),29/01/2022,14267
屯門,南豐工業城5座 (非住宅),29/01/2022,14273
油尖旺,彌敦道238號 彩薈軒 (非住宅),29/01/2022,"14315, 14320"
北區,花都廣場 九龍冰廳 (非住宅),29/01/2022,14314
沙田,好運中心 德興茶餐廳 (非住宅),29/01/2022,14319
油尖旺,油麻地街市 (非住宅),29/01/2022,14315
屯門,龍門居地下 (非住宅),29/01/2022,14325
深水埗,麗翠商場 88餐廳 (非住宅),29/01/2022,14321
荃灣,荃豐中心商場 (非住宅),29/01/2022,14321
觀塘,順天邨天池樓 (非住宅),29/01/2022,14332
元朗,T Town (非住宅),29/01/2022,14331
元朗,T Town 星巴克 (非住宅),29/01/2022,14331
屯門,新墟街市 (非住宅),30/01/2022,"13374, 14060, 14205, 14240, 14323"
大埔,大埔綜合大樓 (非住宅),30/01/2022,"13448, 13530, 13531, 14005, 14111, 14142"
黃大仙,彩雲商場 (非住宅),30/01/2022,"13541, 13817, 13848, 14006, 14163, 14178, 14193, 14259, 14265, 14312, 14327"
黃大仙,彩雲商場 潮味工房 (非住宅),30/01/2022,"13701, 14181"
元朗,傑文樓 得閒飲茶 (非住宅),30/01/2022,"13716, 14251"
黃大仙,彩雲商場 一粥麵 (非住宅),30/01/2022,"14163, 14189"
東區,港匯東地下 (非住宅),30/01/2022,"14164, 14165"
東區,威德閣 三葉屋 (非住宅),30/01/2022,"14164, 14165"
九龍城,樂富廣場 廿一堂 (非住宅),30/01/2022,14180
西貢,天晉匯2期 廿一堂 (非住宅),30/01/2022,14180
西貢,天晉滙2期 魚米家魚湯米線 (非住宅),30/01/2022,14180
北區,天平商場 (非住宅),30/01/2022,14182
葵青,北葵涌街市及公共圖書館 (非住宅),30/01/2022,14194
葵青,石蔭商場 (非住宅),30/01/2022,14194
中西區,德輔道西226號 (非住宅),30/01/2022,14229
中西區,列聖宮 (非住宅),30/01/2022,14229
元朗,富財樓 聯發燒鵝 (非住宅),30/01/2022,14251
屯門,屯門市廣場 (非住宅),30/01/2022,"14252, 14323"
沙田,香港沙田凱悅酒店 (非住宅),30/01/2022,14267
觀塘,鯉魚門廣場 (非住宅),30/01/2022,14263
觀塘,鯉魚門廣場 亞金叻沙 (非住宅),30/01/2022,14263
沙田,港鐵大學站 MX (非住宅),30/01/2022,14267
觀塘,德田廣場 (非住宅),30/01/2022,14262
大埔,大元街市 (非住宅),30/01/2022,14273
深水埗,北河大廈 (非住宅),30/01/2022,14308
葵青,青衣城 肯德基 (非住宅),30/01/2022,14316
中西區,信德中心 味千拉麵 (非住宅),30/01/2022,14316
中西區,信德中心 星巴克 (非住宅),30/01/2022,14316
荃灣,新領域廣場 (非住宅),30/01/2022,14329
屯門,屯門時代廣場 火水爐花膠館 (非住宅),30/01/2022,14323
油尖旺,中電智能生活 (非住宅),30/01/2022,14330
元朗,天盛商場 銀龍茶餐廳 (非住宅),30/01/2022,14331
葵青,悦品酒店‧荃灣 (非住宅),31/01/2022,"13312, 13892, 14318"
觀塘,德福廣場 (非住宅),31/01/2022,"13765, 14323"
葵青,瑞森工業大廈 (非住宅),31/01/2022,"14075, 14171, 14318"
大埔,太和廣場 細蓉記 (非住宅),31/01/2022,"14080, 14272"
深水埗,美山樓 翠苑餐廳 (非住宅),31/01/2022,14264
深水埗,北河大廈地下 (非住宅),31/01/2022,14264
深水埗,南都大廈地下 (非住宅),31/01/2022,14264
沙田,京瑞廣場1期 彩福皇宴 (非住宅),31/01/2022,14298
沙田,新翠商場 新華苑酒家 (非住宅),31/01/2022,14298
深水埗,欽州街56G號 海港冰廳 (非住宅),31/01/2022,14320
觀塘,曼克頓廣場 (非住宅),31/01/2022,14323
油尖旺,始創中心 潮．悅 (非住宅),31/01/2022,14326
